TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionMonth,TransactionDayOfWeek,TransactionYear,LoginAttempts_Bin
227.14,0,5,0,18,3,294,1,341.94,7,0,2023,0
233.74,1,28,2,66,2,17,1,1066.59,10,1,2023,0
113.02,1,17,1,69,2,166,1,6077.96,9,0,2023,0
45.85,0,20,0,20,3,92,1,1659.15,2,3,2023,0
899.71625,0,34,1,77,2,296,1,2042.22,8,2,2023,0
514.95,0,27,2,41,0,142,5,421.93,4,3,2023,1
415.5,0,22,0,66,0,141,1,10113.66,7,4,2023,0
265.76,0,30,2,54,2,92,1,4446.17,2,0,2023,0
69.4,0,41,2,80,2,113,1,6452.77,7,0,2023,0
332.93,1,0,1,35,1,293,1,2788.2,11,0,2023,0
267.9,0,35,2,20,3,160,1,596.16,10,0,2023,0
496.03,0,37,1,61,0,265,1,12904.66,11,4,2023,0
376.26,0,40,0,37,1,245,1,9062.4,2,2,2023,0
83.02,1,39,2,36,1,171,1,9009.56,9,0,2023,0
93.26,1,27,2,20,3,72,1,1152.2,7,3,2023,0
803.37,1,22,1,68,0,129,1,12168.37,4,0,2023,0
35.76,0,5,1,23,3,122,1,611.86,9,1,2023,0
28.53,0,42,2,62,0,99,1,8670.53,5,2,2023,0
139.53,1,21,2,53,0,177,1,10098.86,10,0,2023,0
307.57,0,11,1,33,0,285,1,5307.74,1,0,2023,0
60.65,1,40,1,56,2,53,1,1047.28,5,4,2023,0
74.86,0,26,1,70,0,125,1,6921.48,8,0,2023,0
117.97,0,18,1,51,2,137,1,1475.46,11,4,2023,0
231.91,0,22,0,34,1,165,1,112.76,1,1,2023,0
126.21,0,3,1,75,2,268,1,5669.66,2,1,2023,0
506.28,1,6,2,53,2,162,2,1309.95,5,1,2023,1
304.35,0,15,1,31,1,36,1,4057.1,12,0,2023,0
281.85,0,11,0,22,3,109,1,1585.98,5,1,2023,0
777.88,0,15,1,31,1,17,1,6825.55,3,0,2023,0
119.18,0,20,1,56,2,96,1,5516.5,8,4,2023,0
177.19,0,6,2,76,2,43,1,5343.3,5,0,2023,0
260.88,0,10,1,22,3,36,1,903.05,5,0,2023,0
169.47,0,6,2,24,3,19,1,1806.16,3,2,2023,0
73.23,0,32,1,26,3,14,1,787.74,5,4,2023,0
899.71625,0,12,0,29,1,106,1,2429.68,2,4,2023,0
792.57,0,3,0,19,3,164,1,770.37,5,0,2023,0
237.06,0,31,2,71,2,46,1,1182.77,12,0,2023,0
34.17,1,30,2,54,1,54,1,726.55,11,1,2023,0
740.25,0,30,2,41,0,123,1,14464.3,7,2,2023,0
453.54,0,0,0,58,0,82,1,12046.3,4,2,2023,0
300.47,0,17,1,73,2,100,1,7885.64,11,0,2023,0
110.93,1,41,1,19,3,201,1,1952.35,4,4,2023,0
201.69,0,19,0,59,0,299,1,7328.52,1,1,2023,0
399.21,0,32,0,59,1,109,1,3210.39,1,0,2023,0
899.71625,0,17,2,78,2,57,1,5726.2,9,2,2023,0
630.36,0,23,0,62,2,52,1,1363.65,3,3,2023,0
10.94,1,30,0,60,1,245,1,1241.99,10,0,2023,0
215.9,0,20,0,38,0,235,1,7873.28,1,2,2023,0
899.71625,0,42,1,79,2,165,1,5674.32,7,0,2023,0
226.37,1,21,1,49,0,141,1,9840.04,9,0,2023,0
444.89,1,19,1,43,0,101,1,10328.23,9,0,2023,0
280.57,1,41,2,25,3,24,1,293.24,1,4,2023,0
488.54,0,17,1,52,1,132,1,7486.63,7,0,2023,0
3.3,1,20,1,50,0,131,1,11385.37,3,0,2023,0
199.39,0,7,1,69,2,165,1,7264.79,8,0,2023,0
20.36,0,40,1,62,2,75,1,2762.48,7,0,2023,0
113.64,0,11,2,62,2,32,1,6675.03,10,1,2023,0
493.11,0,7,1,53,2,236,1,7432.99,7,0,2023,0
307.41,0,20,0,19,3,14,1,1057.0,6,0,2023,0
11.18,0,1,2,43,0,161,1,5956.89,11,3,2023,0
313.82,0,40,1,59,1,151,1,7261.59,11,2,2023,0
51.0,0,39,1,64,2,107,1,4943.16,1,0,2023,0
140.98,0,22,1,60,1,100,1,8127.48,5,3,2023,0
288.04,0,10,0,68,2,63,1,1748.02,8,3,2023,0
800.55,0,28,0,31,1,108,1,9660.22,5,3,2023,0
485.54,0,15,0,46,1,143,1,6371.51,2,0,2023,0
521.15,0,18,0,54,0,214,1,9442.47,2,4,2023,0
321.79,1,33,0,63,2,61,1,5959.2,8,0,2023,0
304.93,0,32,0,65,0,158,1,13531.22,2,4,2023,0
432.08,0,12,0,40,0,145,1,11500.62,7,0,2023,0
694.2,0,25,0,61,2,72,1,1389.37,12,3,2023,0
116.86,0,21,0,55,1,171,1,6706.56,3,0,2023,0
386.81,1,11,2,57,0,149,1,7175.29,3,4,2023,0
74.88,0,1,0,25,3,202,1,420.67,5,2,2023,0
195.76,0,30,1,75,2,99,1,7323.53,5,0,2023,0
134.7,0,13,0,50,0,106,1,8395.85,8,0,2023,0
890.24,1,19,2,33,1,161,1,5140.93,7,4,2023,0
361.27,0,29,0,63,0,180,1,7945.57,1,4,2023,0
131.56,0,5,1,44,0,42,1,5873.54,10,3,2023,0
485.51,1,25,2,76,2,37,1,3074.45,11,1,2023,0
547.87,0,8,0,64,2,131,1,6155.76,7,0,2023,0
457.3,0,41,2,28,1,15,1,8318.29,6,0,2023,0
506.24,0,6,0,58,1,64,1,230.09,1,4,2023,0
486.59,0,16,1,57,2,119,1,2513.56,12,1,2023,0
163.68,0,36,1,41,0,292,1,10090.05,9,3,2023,0
581.65,0,4,0,22,3,176,1,480.19,1,0,2023,0
52.01,0,23,0,48,0,85,1,1120.88,11,1,2023,0
630.24,0,4,0,21,3,62,1,370.81,11,2,2023,0
523.74,0,28,0,43,0,159,1,13498.55,11,3,2023,0
705.6,0,31,1,40,0,124,3,14804.7,2,0,2023,1
217.5,1,10,1,46,1,35,1,3057.4,10,0,2023,0
91.48,0,13,0,51,0,141,1,14942.78,1,0,2023,0
5.25,0,38,0,39,0,49,1,14143.32,11,0,2023,0
54.03,1,25,0,56,2,161,1,6736.3,9,1,2023,0
736.73,0,22,1,48,1,10,1,3313.07,11,0,2023,0
368.91,0,41,1,54,0,14,1,829.71,3,4,2023,0
33.06,1,13,2,53,2,170,1,1540.87,1,1,2023,0
66.5,1,21,2,32,1,144,1,6820.23,5,3,2023,0
177.08,0,19,2,35,0,85,1,13475.14,1,4,2023,0
588.54,0,32,1,32,1,130,1,714.45,2,0,2023,0
173.5,0,26,0,21,3,282,1,1306.91,10,0,2023,0
78.33,1,22,2,56,1,189,1,7255.33,7,0,2023,0
40.66,0,21,1,59,2,156,1,1153.84,1,0,2024,0
97.22,1,1,1,77,2,55,1,6647.73,2,0,2023,0
34.07,0,30,1,22,3,81,1,8709.77,11,0,2023,0
492.06,0,14,2,23,3,74,1,857.9,10,3,2023,0
842.01,1,41,2,53,0,185,1,509.45,9,1,2023,0
73.55,0,1,0,51,1,158,1,2812.06,1,0,2023,0
760.53,0,31,2,57,1,118,1,6179.91,9,0,2023,0
273.08,1,15,1,26,1,134,1,6609.3,1,0,2023,0
371.69,0,37,1,67,2,143,1,3484.32,12,4,2023,0
218.96,0,39,0,18,3,13,1,754.21,8,2,2023,0
227.39,0,1,2,18,3,65,1,751.09,12,0,2023,0
237.99,1,18,1,39,0,86,1,8510.09,5,0,2023,0
186.6,0,42,2,58,0,13,1,1508.72,7,1,2023,0
341.15,0,38,2,18,3,148,1,511.37,2,0,2023,0
434.58,0,22,0,59,0,215,1,12648.32,9,2,2023,0
312.88,1,32,1,54,1,44,1,233.21,5,4,2023,0
75.15,0,4,0,23,3,154,1,1092.92,9,0,2023,0
23.3,0,20,0,59,1,161,1,6711.15,8,0,2023,0
47.38,1,39,2,25,3,61,1,459.37,2,2,2023,0
512.81,0,34,1,79,2,30,1,6994.34,7,2,2023,0
488.15,0,21,1,43,1,168,1,7071.09,7,0,2023,0
12.82,0,13,0,44,1,156,1,9045.19,4,2,2023,0
66.9,1,5,2,79,2,129,4,5238.71,4,0,2023,1
535.91,0,19,2,43,1,22,1,9642.12,7,4,2023,0
270.72,1,42,2,26,1,53,1,6263.96,7,0,2023,0
97.98,0,10,1,72,2,18,1,7460.33,2,0,2023,0
196.08,0,37,2,61,2,98,1,4233.82,8,4,2023,0
251.18,0,38,0,42,1,246,1,8303.9,6,3,2023,0
44.52,0,12,2,28,3,205,1,314.28,3,1,2023,0
178.87,0,3,2,35,0,180,1,5241.23,5,1,2023,0
899.71625,1,18,0,54,1,174,5,323.69,12,2,2023,1
386.68,0,27,1,46,0,128,1,6863.06,10,1,2023,0
167.14,0,10,2,76,2,20,1,3877.73,4,0,2023,0
345.22,0,14,1,69,2,253,1,4046.58,9,1,2023,0
74.85,0,33,0,72,2,117,1,2409.73,12,0,2023,0
671.73,0,42,1,58,1,54,1,5211.88,10,0,2023,0
255.04,0,39,0,45,1,152,1,6217.86,11,3,2023,0
45.77,0,30,2,25,3,109,1,5978.12,2,3,2023,0
329.69,1,35,2,26,3,66,1,1671.66,1,0,2023,0
362.04,1,30,1,58,0,198,2,8421.88,7,0,2023,1
11.92,0,36,1,53,0,52,1,14611.9,10,0,2023,0
47.42,0,36,0,64,0,28,1,8253.52,12,1,2023,0
35.99,0,24,1,63,2,129,1,4489.79,1,3,2023,0
151.19,1,27,1,37,0,96,1,11903.82,5,4,2023,0
242.62,1,37,2,22,3,234,1,483.02,7,0,2023,0
48.72,0,41,1,21,3,17,1,816.08,9,4,2023,0
43.46,0,4,0,25,3,80,1,578.06,7,4,2023,0
899.71625,0,29,2,25,3,126,1,477.3,7,4,2023,0
443.79,0,19,0,53,2,87,1,3133.85,10,0,2023,0
365.14,0,9,2,68,2,57,1,5894.09,12,4,2023,0
757.41,0,20,0,22,3,37,1,9532.42,5,4,2023,0
20.54,0,13,1,51,1,72,1,5327.03,8,0,2023,0
475.36,0,31,0,34,1,105,1,2000.6,10,0,2023,0
34.74,0,37,0,56,2,24,1,6827.57,6,0,2023,0
689.54,0,28,1,27,3,93,1,1633.76,3,0,2023,0
211.18,0,42,0,73,2,90,1,4069.17,10,0,2023,0
211.36,1,13,1,51,1,286,1,7943.47,11,1,2023,0
744.41,1,15,2,39,1,107,1,8842.47,7,0,2023,0
61.43,0,31,2,24,3,170,1,1882.77,6,3,2023,0
167.44,0,23,1,37,0,82,1,12526.71,9,0,2023,0
361.46,0,26,2,21,3,83,1,4737.84,4,4,2023,0
378.85,0,41,1,78,2,126,1,2300.53,6,4,2023,0
241.11,0,8,1,30,0,55,1,12385.05,6,4,2023,0
131.93,1,13,1,31,1,13,1,4547.06,9,0,2023,0
20.28,0,28,2,36,1,213,1,2047.83,7,2,2023,0
415.88,0,36,1,70,0,170,1,10008.33,4,3,2023,0
49.99,0,29,0,62,2,139,1,2299.64,2,3,2023,0
899.71625,0,10,2,27,3,153,1,243.92,9,2,2023,0
100.66,0,9,1,50,0,144,1,14473.33,6,4,2023,0
485.54,0,21,2,19,3,148,1,1533.32,12,4,2023,0
321.15,0,20,1,46,0,179,1,7005.05,2,4,2023,0
711.3,0,38,1,21,3,51,1,955.4,6,0,2023,0
12.23,0,15,0,42,1,139,1,7844.88,10,3,2023,0
350.94,0,7,0,20,3,64,1,221.56,10,0,2023,0
301.85,0,8,2,54,1,25,1,6586.19,4,1,2023,0
29.34,0,21,2,65,2,30,1,3944.82,3,3,2023,0
231.71,0,33,1,27,3,148,1,1127.98,4,0,2023,0
179.43,0,28,0,58,2,244,1,2626.63,8,4,2023,0
36.71,0,17,1,48,0,55,1,6459.38,1,0,2023,0
138.12,1,20,1,53,0,281,1,1649.69,4,1,2023,0
233.24,0,21,0,33,1,72,1,6939.23,4,0,2023,0
609.14,0,40,0,39,1,177,1,9033.87,11,3,2023,0
436.64,0,20,1,31,0,111,1,14365.18,12,0,2023,0
870.43,0,20,1,29,0,55,1,10115.18,5,2,2023,0
354.4,0,6,0,74,2,128,1,7358.65,11,0,2023,0
22.63,0,18,2,53,1,112,1,4438.03,2,0,2023,0
182.19,0,23,1,26,3,53,1,1176.1,6,0,2023,0
126.81,0,30,1,26,1,290,1,5427.98,10,0,2023,0
288.17,0,41,2,37,1,50,1,3653.11,9,4,2023,0
118.77,0,1,1,55,1,123,1,2104.82,10,0,2023,0
651.82,0,16,0,21,3,166,1,1802.77,4,4,2023,0
66.65,0,11,0,37,1,33,1,3559.96,10,1,2023,0
98.53,0,10,1,69,2,166,1,3564.8,1,0,2023,0
138.95,0,42,2,71,2,30,1,6752.92,6,4,2023,0
33.89,0,26,1,26,3,177,1,1444.75,11,4,2023,0
23.71,0,1,1,58,0,164,1,10788.89,9,0,2023,0
899.71625,0,35,2,55,1,238,1,2235.7,3,2,2023,0
26.06,0,36,0,65,0,283,1,12893.63,12,3,2023,0
17.07,0,20,1,27,1,44,1,2798.15,5,0,2023,0
703.89,0,35,2,46,1,62,1,3583.67,9,4,2023,0
899.71625,0,15,0,47,1,155,1,2120.8,8,0,2023,0
26.55,0,15,0,77,2,228,1,3085.38,9,2,2023,0
147.4,0,38,1,42,1,259,1,6797.71,6,4,2023,0
202.11,0,22,0,27,3,18,1,746.47,3,3,2023,0
308.42,0,26,1,75,2,39,1,5427.81,5,1,2023,0
11.18,0,24,0,53,1,144,1,7467.3,2,0,2023,0
294.15,0,14,2,38,1,136,1,6362.16,2,3,2023,0
29.58,0,7,1,54,1,121,1,8345.26,10,0,2023,0
139.45,0,4,2,27,3,31,1,1305.76,7,0,2023,0
432.63,0,7,0,29,0,137,1,13648.36,6,4,2023,0
131.43,0,5,2,43,0,65,1,1337.5,2,2,2023,0
516.72,0,23,0,42,1,128,1,2015.69,10,0,2023,0
121.82,0,7,2,69,0,123,3,8354.54,2,1,2023,1
374.5,1,37,1,26,3,178,1,1671.51,7,0,2023,0
166.13,0,29,0,68,0,227,1,11822.53,9,2,2023,0
626.9,0,6,0,23,3,146,1,587.11,10,1,2023,0
466.85,0,2,1,56,2,165,1,5422.53,7,0,2023,0
788.84,0,31,2,58,2,231,1,1913.73,5,2,2023,0
873.65,1,28,2,37,0,59,1,12139.83,3,3,2023,0
525.28,0,7,0,69,2,134,1,4693.6,4,0,2023,0
110.17,0,33,0,30,1,137,1,464.2,9,3,2023,0
632.69,0,10,0,80,2,76,1,4363.74,9,1,2023,0
124.35,0,28,0,72,2,90,1,3319.76,12,4,2023,0
43.85,0,14,0,62,2,122,1,4356.98,3,0,2023,0
283.81,0,36,1,28,3,29,1,1519.35,3,3,2023,0
168.53,0,37,0,71,2,112,1,5962.58,6,2,2023,0
218.59,1,10,1,40,1,123,1,6699.23,11,0,2023,0
132.84,0,28,0,21,3,143,1,822.73,8,0,2023,0
157.37,1,9,1,42,0,289,1,13964.31,11,2,2023,0
144.77,0,0,2,20,3,159,1,867.32,7,0,2023,0
643.22,0,1,0,64,0,93,1,1035.86,5,2,2023,0
899.71625,0,12,1,41,0,297,1,13347.69,11,0,2023,0
208.07,0,28,2,32,0,36,1,8478.9,7,0,2023,0
94.3,0,31,1,57,0,57,1,11088.95,12,0,2023,0
295.5,0,23,0,59,2,36,1,6280.66,11,3,2023,0
30.23,0,2,0,44,0,99,1,481.13,11,0,2023,0
112.05,1,31,0,26,3,159,1,1122.88,10,3,2023,0
180.24,0,31,1,58,1,144,1,8431.23,7,0,2023,0
13.71,1,10,2,38,1,148,1,8342.79,5,1,2023,0
96.54,0,27,1,58,2,95,1,7182.22,3,0,2023,0
79.35,0,20,2,67,2,70,1,1692.15,5,0,2023,0
101.04,0,35,0,27,3,160,1,1695.57,7,0,2023,0
74.42,0,12,2,49,1,68,1,6264.21,11,3,2023,0
39.66,0,41,1,52,1,169,1,8497.34,5,3,2023,0
99.36,0,39,0,40,0,46,1,1272.12,5,1,2023,0
123.85,0,19,2,56,1,244,1,3959.62,8,4,2023,0
426.93,0,29,0,19,3,248,1,476.19,12,0,2023,0
133.73,1,38,2,25,3,123,1,1872.22,5,1,2023,0
222.39,0,41,2,49,1,73,1,3117.39,8,2,2023,0
215.94,1,41,2,22,3,140,1,1841.69,6,0,2023,0
6.3,0,8,1,80,2,283,5,7697.68,12,3,2023,1
826.23,0,7,0,29,0,209,1,7580.59,5,2,2023,0
416.37,0,8,2,35,1,67,1,7936.91,10,2,2023,0
131.46,0,5,1,67,2,258,1,6642.33,5,0,2023,0
202.86,1,22,1,61,0,149,1,7642.25,5,0,2023,0
268.39,0,24,0,26,3,171,1,136.74,6,0,2023,0
194.85,0,17,2,23,3,130,4,319.84,9,1,2023,1
137.35,1,34,2,40,0,220,1,12662.66,3,2,2023,0
712.75,0,30,1,44,0,25,1,8126.06,5,4,2023,0
353.82,0,25,0,42,0,143,1,705.75,4,0,2023,0
507.25,0,42,1,73,2,143,1,5331.57,10,0,2023,0
212.74,0,39,1,27,1,128,1,7645.47,12,3,2023,0
364.42,0,7,0,51,1,146,1,8119.73,10,1,2023,0
195.12,0,21,0,46,0,144,1,6101.15,7,1,2023,0
230.61,0,33,1,80,2,204,1,2561.42,9,0,2023,0
739.28,1,40,1,58,0,47,1,11905.64,6,0,2023,0
390.35,1,29,0,64,0,61,1,7095.88,9,1,2023,0
242.03,0,9,2,58,1,124,1,4382.73,3,0,2023,0
242.39,1,35,0,18,3,271,1,1328.73,11,0,2023,0
135.03,0,37,0,23,3,180,1,1278.0,2,4,2023,0
83.5,0,9,1,61,2,91,5,1749.79,5,0,2023,1
193.54,0,28,1,80,2,267,1,2929.51,10,1,2023,0
617.36,0,18,1,29,1,61,1,8926.38,11,1,2023,0
775.23,1,0,2,59,0,38,1,5977.59,8,0,2023,0
266.57,0,12,0,72,2,100,1,7676.92,9,1,2023,0
153.4,0,23,0,45,1,144,1,4657.7,3,4,2023,0
899.71625,0,5,1,53,2,251,1,5579.11,12,0,2023,0
5.12,0,27,1,34,1,90,1,3293.01,10,4,2023,0
119.11,0,11,0,57,1,131,1,7998.25,6,4,2023,0
899.71625,0,7,2,24,3,147,1,1093.89,3,0,2023,0
119.72,0,40,1,30,1,123,1,3435.34,2,4,2023,0
107.4,0,41,2,58,0,32,1,344.07,6,3,2023,0
115.92,0,33,0,53,2,57,1,3897.17,1,1,2023,0
438.04,0,30,0,67,2,247,1,5358.95,8,3,2023,0
677.29,0,15,2,27,1,287,1,627.79,5,0,2023,0
296.0,0,19,1,35,0,248,1,7418.82,5,0,2023,0
299.09,1,4,1,36,1,84,1,5615.26,1,0,2023,0
461.52,1,10,1,24,3,44,1,1995.18,5,0,2023,0
